faculty_link,faculty_name,news_link,news_title
https://philology.lnu.edu.ua/,philology.faculty@lnu.edu.ua,https://philology.lnu.edu.ua/news/osamu-dadzay-metamorfozy,Осаму Дадзай: метаморфози
https://filos.lnu.edu.ua,dfilos@lnu.edu.ua,https://filos.lnu.edu.ua/news/tezy-zvitnoi-konferentsii,Тези звітної наукової конференції філософського факультету
https://ami.lnu.edu.ua,ami@lnu.edu.ua,https://ami.lnu.edu.ua/news/vidkryta-dystantsiyna-zustrich-z-ekspertnoiu-hrupoiu-shchodo-akredytatsii-osvitno-profesiynoi-prohramy-informatyka-spetsialnosti-komp-iuterni-nauky-pershoho-bakalavrskoho-rivnia-vyshchoi-osvity,Відкрита дистанційна зустріч з експертною групою щодо акредитації освітньо-професійної програми “Інформатика” спеціальності “Комп’ютерні науки” першого (бакалаврського) рівня вищої освіти
https://ami.lnu.edu.ua,ami@lnu.edu.ua,https://ami.lnu.edu.ua/news/anons-lektsii-introduction-to-digital-forensics-vstup-do-tsyfrovoi-kryminalistyky,Анонс лекції «Introduction to Digital Forensіcs» (Вступ до цифрової криміналістики)
https://ami.lnu.edu.ua,ami@lnu.edu.ua,https://ami.lnu.edu.ua/news/bezkoshtovnyy-uitware-azure-bootcamp-dlia-studentiv,Безкоштовний Uitware Azure Bootcamp для студентів
https://ami.lnu.edu.ua,ami@lnu.edu.ua,https://ami.lnu.edu.ua/wp-content/uploads/2024/02/Vytiah2023-24-2.pdf#new_tab,Рішення комісії з переведення на бюджетну форму здобуття освіти
https://physics.lnu.edu.ua/,physics.faculty@lnu.edu.ua,https://physics.lnu.edu.ua/news/ekskursiia-uchniv-it-step-school-lviv-na-fizychnyy-fakultet,Екскурсія учнів IТ STEP School Львів на фізичний факультет
https://physics.lnu.edu.ua/,physics.faculty@lnu.edu.ua,https://physics.lnu.edu.ua/news/finalnyy-etap-vseukrainskoho-konkursu-zaprosy-fizyku-do-sebe,Фінальний ІІІ етап Всеукраїнського конкурсу «Запроси фізику до себе» у межах проєкту «STEM / STEAM навчання на уроках фізики»
https://physics.lnu.edu.ua/,physics.faculty@lnu.edu.ua,https://physics.lnu.edu.ua/news/iii-etap-vseukrainskoi-uchnivskoi-olimpiady-z-fizyky-3,ІІІ етап Всеукраїнської учнівської олімпіади з фізики
https://financial.lnu.edu.ua/,financial.faculty@lnu.edu.ua,https://financial.lnu.edu.ua/news/vykhovnyy-zakhid-dlya-studentiv-fakultetu-upravlinnya-finansamy-ta-biznesu-prysvyachenyy-vidkryttyu-yuvileynoyi-vystavky-levka-skopa-ta-vystavky-hrafiky-oleksiya-kosatoho,ВИХОВНИЙ ЗАХІД ДЛЯ СТУДЕНТІВ ФАКУЛЬТЕТУ УПРАВЛІННЯ ФІНАНСАМИ ТА БІЗНЕСУ ПРИСВЯЧЕНИЙ ВІДКРИТТЮ ЮВІЛЕЙНОЇ ВИСТАВКИ ЛЕВКА СКОПА ТА ВИСТАВКИ ГРАФІКИ ОЛЕКСІЯ КОСАТОГО
https://financial.lnu.edu.ua/,financial.faculty@lnu.edu.ua,https://financial.lnu.edu.ua/news/uchast-zdobuvachiv-vyshchoi-osvity-op-informatsiyni-tekhnolohii-v-biznesi-v-v-zymoviy-shkoli-z-informatsiynykh-tekhnolohiy-data-engineering-and-security-2024-des-2024,Участь здобувачів вищої освіти ОП «Інформаційні технології в бізнесі» в V Зимовій школі з інформаційних технологій Data Engineering and Security 2024 (DES 2024)
https://financial.lnu.edu.ua/,financial.faculty@lnu.edu.ua,https://financial.lnu.edu.ua/news/imidzh-kafedry-y-opp-publichne-administruvannya-ta-upravlinnya-biznesom-i-rol-u-systemi-diyevosti-y-efektyvnosti-publichnoyi-vlady,ІМІДЖ КАФЕДРИ Й ОПП «ПУБЛІЧНЕ АДМІНІСТРУВАННЯ ТА УПРАВЛІННЯ БІЗНЕСОМ» І РОЛЬ У СИСТЕМІ ДІЄВОСТІ Й ЕФЕКТИВНОСТІ ПУБЛІЧНОЇ ВЛАДИ
https://intrel.lnu.edu.ua/,intrel.faculty@lnu.edu.ua,https://intrel.lnu.edu.ua/news/osoblyvosti-akademichnoi-mobilnosti-studentiv-lvivskoho-universytetu-v-chasy-viyny-iryna-havaziuk-wroclaw-university,"Особливості академічної мобільності студентів Львівського університету в часи війни – Ірина Гавазюк, Вроцлавський університет (Польща)"
https://intrel.lnu.edu.ua/,intrel.faculty@lnu.edu.ua,https://intrel.lnu.edu.ua/news/uchast-u-navchalno-metodychnomu-kursi-an-introduction-to-teaching-lexically,Участь у навчально-методичному курсі «An Introduction to Teaching Lexically»
https://intrel.lnu.edu.ua/,intrel.faculty@lnu.edu.ua,https://intrel.lnu.edu.ua/news/publikatsiia-dotsenta-kafedry-mizhnarodnykh-vidnosyn-i-dyplomatychnoi-sluzhby-u-finskomu-zbirnyku-baltic-rim-economies,Публікація доцента кафедри міжнародних відносин і дипломатичної служби у фінському збірнику Baltic Rim Economies
https://intrel.lnu.edu.ua/,intrel.faculty@lnu.edu.ua,https://intrel.lnu.edu.ua/news/osoblyvosti-akademichnoi-mobilnosti-studentiv-fakultetu-v-chasy-viyny-yuliia-tatsynets-vrotslavskyy-universytet-polshcha,"Особливості академічної мобільності студентів факультету в часи війни – Юлія Тацинець, Вроцлавський університет (Польща)"
https://pedagogy.lnu.edu.ua/,pedagogy.faculty@lnu.edu.ua,https://pedagogy.lnu.edu.ua/news/vykladachi-y-studenty-fakultetu-vzialy-uchast-u-pisennnomu-fleshmobi-do-dnia-narodzhennia-volodymyra-ivasiuka,Викладачі й студенти факультету  взяли участь у пісеннному флешмобі до дня народження Володимира Івасюка
https://pedagogy.lnu.edu.ua/,pedagogy.faculty@lnu.edu.ua,https://pedagogy.lnu.edu.ua/news/naukovo-metodychnyy-seminar-metodolohiia-suchasnoi-nauky,Науково-методичний семінар “Методологія сучасної науки”
https://pedagogy.lnu.edu.ua/,pedagogy.faculty@lnu.edu.ua,https://pedagogy.lnu.edu.ua/news/kolektyv-fakultetu-pedahohinochi-osvity-pidtrymav-kandydaturu-dmytra-hertsiuka-na-posadu-dekana,Колектив факультету педагогічної  освіти підтримав кандидатуру Дмитра Герцюка на посаду декана
https://pedagogy.lnu.edu.ua/,pedagogy.faculty@lnu.edu.ua,https://pedagogy.lnu.edu.ua/news/vitaiemo-olhu-tabaku-z-uspishnym-zakhystom-dysertatsii-na-zdobuttia-naukovoho-stupenia-doktora-filosofii,ВІтаємо Ольгу Табаку з успішним  захистом  дисертації  на здобуття наукового ступеня доктора філософії
https://kultart.lnu.edu.ua/,fkultart@lnu.edu.ua,https://kultart.lnu.edu.ua/news/foto-zvit-prokhodzhennia-navchalno-oznayomchoi-praktyky-i-kurs-hrupa-kmkh-11,Фото звіт проходження Навчально-ознайомчої практики І курс група КМХ-11.
https://kultart.lnu.edu.ua/,fkultart@lnu.edu.ua,https://kultart.lnu.edu.ua/news/viktoryna-vid-naukovoho-tovarystva-fakultetu-kultury-i-mystetstv,Вікторина від Наукового товариства факультету культури і мистецтв
https://kultart.lnu.edu.ua/,fkultart@lnu.edu.ua,https://kultart.lnu.edu.ua/news/vitaiemo-studentku-4-kursu-spetsialnosti-stsenichne-mystetstvo-teatroznavstvo-ivanes-anastasiiu-z-pryznachenniam-stypendii-imeni-heroiv-nebesnoi-sotni,Вітаємо студентку 4 курсу спеціальності «Сценічне мистецтво (Театрознавство)» Іванес Анастасію з призначенням стипендії імені Героїв Небесної Сотні!
https://kultart.lnu.edu.ua/,fkultart@lnu.edu.ua,https://kultart.lnu.edu.ua/news/perelik-dvvs-na-2024-2025-n-r-or-bakalavr,Реєстр ДВВС на 2024-2025 н.р. ОР Бакалавр
https://new.mmf.lnu.edu.ua/,dmmf@lnu.edu.ua,https://new.mmf.lnu.edu.ua/news/universytetskyy-etap-vseukrainskoi-studentskoi-olimpiady-z-matematyky,Університетський етап Всеукраїнської студентської олімпіади з математики
https://new.mmf.lnu.edu.ua/,dmmf@lnu.edu.ua,https://new.mmf.lnu.edu.ua/news/seminar-z-dyferentsialnykh-rivnian-12,Семінар з диференціальних рівнянь
https://new.mmf.lnu.edu.ua/,dmmf@lnu.edu.ua,https://new.mmf.lnu.edu.ua/news/vitaiemo-studentiv-zymovoi-shkoly-des-2024,Вітаємо студентів Зимової школи DES-2024
